bet_id,p_blend,edge,price,market,game_id,k_mod,k_raw,k_eff,k_corr,stake,rank_in_game,cum_risk
2021_13_DEN_KC_spread,0.5275779376498799,0.0071942446043162,-110.0,spread,2021_13_DEN_KC,0.21,0.015107913669064053,0.0,0.0,0.0,1.0,0.35005779420142885
2021_13_ARI_CHI_spread,0.5357967357877261,0.0228846774129317,-110.0,spread,2021_13_ARI_CHI,0.21,0.04805782256715659,0.010092142739102885,0.007569107054327164,0.0,4.0,0.35005779420142885
2021_13_ARI_CHI_spread,0.5357967357877261,0.0228846774129317,-110.0,spread,2021_13_ARI_CHI,0.21,0.04805782256715659,0.010092142739102885,0.007569107054327164,0.0,3.0,0.35005779420142885
2021_12_CHI_DET_spread,0.5129224652087475,-0.0207843846014819,-110.0,spread,2021_12_CHI_DET,0.21,0.0,0.0,0.0,0.0,4.0,0.35005779420142885
2021_12_CLE_BAL_spread,0.5129224652087475,-0.0207843846014819,-110.0,spread,2021_12_CLE_BAL,0.21,0.0,0.0,0.0,0.0,1.0,0.35005779420142885
2021_12_CLE_BAL_spread,0.5129224652087475,-0.0207843846014819,-110.0,spread,2021_12_CLE_BAL,0.21,0.0,0.0,0.0,0.0,2.0,0.35005779420142885
2021_12_CLE_BAL_spread,0.5129224652087475,-0.0207843846014819,-110.0,spread,2021_12_CLE_BAL,0.21,0.0,0.0,0.0,0.0,3.0,0.35005779420142885
2021_12_CLE_BAL_spread,0.5129224652087475,-0.0207843846014819,-110.0,spread,2021_12_CLE_BAL,0.21,0.0,0.0,0.0,0.0,4.0,0.35005779420142885
2021_12_LAC_DEN_spread,0.5129224652087475,-0.0207843846014819,-110.0,spread,2021_12_LAC_DEN,0.21,0.0,0.0,0.0,0.0,1.0,0.35005779420142885
2021_12_LAC_DEN_spread,0.5129224652087475,-0.0207843846014819,-110.0,spread,2021_12_LAC_DEN,0.21,0.0,0.0,0.0,0.0,2.0,0.35005779420142885
2021_12_LAC_DEN_spread,0.5129224652087475,-0.0207843846014819,-110.0,spread,2021_12_LAC_DEN,0.21,0.0,0.0,0.0,0.0,3.0,0.35005779420142885
2021_12_LAC_DEN_spread,0.5129224652087475,-0.0207843846014819,-110.0,spread,2021_12_LAC_DEN,0.21,0.0,0.0,0.0,0.0,4.0,0.35005779420142885
2021_12_LV_DAL_spread,0.5275779376498799,0.0071942446043162,-110.0,spread,2021_12_LV_DAL,0.21,0.015107913669064053,0.0,0.0,0.0,1.0,0.35005779420142885
2021_12_LV_DAL_spread,0.5259898549716875,0.0041624504004943,-110.0,spread,2021_12_LV_DAL,0.21,0.008741145841038194,0.0,0.0,0.0,2.0,0.35005779420142885
2021_12_LV_DAL_spread,0.5275779376498799,0.0071942446043162,-110.0,spread,2021_12_LV_DAL,0.21,0.015107913669064053,0.0,0.0,0.0,3.0,0.35005779420142885
2021_12_LV_DAL_spread,0.5259898549716875,0.0041624504004943,-110.0,spread,2021_12_LV_DAL,0.21,0.008741145841038194,0.0,0.0,0.0,4.0,0.35005779420142885
2021_12_MIN_SF_spread,0.5228785046153852,-0.0017774002797191,-110.0,spread,2021_12_MIN_SF,0.21,0.0,0.0,0.0,0.0,1.0,0.35005779420142885
2021_13_ARI_CHI_spread,0.5357967357877261,0.0228846774129317,-110.0,spread,2021_13_ARI_CHI,0.21,0.04805782256715659,0.010092142739102885,0.007569107054327164,0.0,2.0,0.35005779420142885
2021_14_CHI_GB_spread,0.5275779376498799,0.0071942446043162,-110.0,spread,2021_14_CHI_GB,0.21,0.015107913669064053,0.0,0.0,0.0,2.0,0.35005779420142885
