game_id,team,opponent,season,week,market_spread,pred_margin_ols,edge_margin_pts,p_cover,kelly_spread,edge_spread_ev,market_total,pred_total_ols_home,edge_total_pts,p_over,kelly_total,edge_total_ev
2019_14_BAL_BUF,BAL,BUF,2019,14,6.5,5.131499440055694,-1.368500559944306,0.45808107170091994,0.0,-0.12548159038915285,44.0,48.66663996040245,4.666639960402449,0.6401920960015142,0.24440340160317975,0.22218491054834522
2019_14_BAL_BUF,BUF,BAL,2019,14,-6.5,-5.239060629094345,1.260939370905655,0.5386349509292573,0.031133396951440257,0.02830308813767296,44.0,48.65428293585934,4.654282935859342,0.6398364869406057,0.24365662257527199,0.22150602052297452
2019_14_CAR_ATL,ATL,CAR,2019,14,3.5,3.339338230606245,-0.1606617693937551,0.495069758376347,0.0,-0.05486682491788297,48.0,46.36092894828161,-1.639071051718389,0.44983335403926705,0.0,-0.14122723319776292
2019_14_CAR_ATL,CAR,ATL,2019,14,-3.5,-3.420599258544703,0.07940074145529685,0.5024366243013437,0.0,-0.040802808151980174,48.0,46.376202690449205,-1.6237973095507954,0.4502983961666234,0.0,-0.1403394255000826
2019_14_CIN_CLE,CIN,CLE,2019,14,-6.5,-4.731133093513685,1.7688669064863154,0.554115718014561,0.06364300783057823,0.057857279845980214,43.0,42.00019923103913,-0.999800768960867,0.469348465520802,0.0,-0.10397111127846892
2019_14_CIN_CLE,CLE,CIN,2019,14,6.5,4.650175045387507,-1.849824954612493,0.44342380304765544,0.0,-0.1534636487272033,43.0,41.99959131603126,-1.0004086839687432,0.46932986502954266,0.0,-0.10400662130723676
2019_14_DAL_CHI,CHI,DAL,2019,14,-3.0,-1.3992721055364676,1.6007278944635324,0.548999076385512,0.05289806040957528,0.048089145826886615,43.0,43.054238988592346,0.05423898859234555,0.501664474078304,0.0,-0.04227691312323795
2019_14_DAL_CHI,DAL,CHI,2019,14,3.0,1.3076460723411665,-1.6923539276588335,0.44821158499937014,0.0,-0.14432333772847517,43.0,43.05430382554343,0.054303825543428275,0.5016664637687438,0.0,-0.042273114623307295
2019_14_DEN_HOU,DEN,HOU,2019,14,-8.0,-5.26443533619238,2.7355646638076196,0.5833331994199176,0.1249997187818269,0.113636107983479,42.5,43.002179638357006,0.5021796383570063,0.5154069904620496,0.0,-0.01604120002699616
2019_14_DEN_HOU,HOU,DEN,2019,14,8.0,5.164886040401482,-2.8351139595985178,0.41368117370991764,0.0,-0.21024503200833905,42.5,42.99976620614628,0.4997662061462833,0.5153329823470886,0.0,-0.016182488246467286
