n_bets,sims,mean_pnl,median_pnl,pnl_p05,pnl_p01,pnl_p95,prob_loss,mean_max_drawdown,median_max_drawdown,maxdd_p95,maxdd_p99
1070,50000,4623.347917668864,4644.965597849501,1196.6037063599924,-210.4873657216297,7985.7832724870605,0.01312,1376.6529909793394,1278.523914913284,2287.0863212087143,2955.48181664775
