n_bets,sims,mean_pnl,median_pnl,pnl_p05,pnl_p01,pnl_p95,prob_loss,mean_max_drawdown,median_max_drawdown,maxdd_p95,maxdd_p99
1070,50000,5736.227734315178,5742.8210812469615,2309.197183274346,934.0781972219971,9093.834096839626,0.00292,1238.4236771321043,1157.4209880824587,2008.1600606128454,2572.7797460569714
