season,week,game_id,bet_type,pick,bet_line,price,p_cal,ev,edge_pts,stake,won,pnl,p_blend
2019,2,2019_02_IND_TEN,spread,TEN,3.0,-110.0,0.5483907741545692,0.1516206257245953,0.7166206495629441,59.5497971419497,0,-59.5497971419497,0.5483907741545692
2019,2,2019_02_KC_OAK,spread,OAK,-7.0,-110.0,0.6294958577064821,0.3219413011836124,14.714846823885182,19.730832786366086,0,-19.730832786366086,0.6294958577064821
2019,3,2019_03_BAL_KC,spread,BAL,4.5,-110.0,0.5706473121845725,0.1983593555876024,-8.132067403287788,59.074113362379805,0,-59.074113362379805,0.5706473121845725
2019,3,2019_03_BAL_KC,spread,KC,4.5,-110.0,0.5545218055142456,0.1644957915799157,0.8597710968495687,58.71966868220553,1,53.3815169838232,0.5545218055142456
2019,3,2019_03_CHI_WAS,spread,WAS,-5.0,-110.0,0.6135685311627099,0.2884939154416909,10.857848984188362,59.03995778410847,0,-59.03995778410847,0.6135685311627099
2019,3,2019_03_CHI_WAS,spread,WAS,-5.0,-110.0,0.5564692056166803,0.1685853317950287,0.8667609149689088,58.68571803740382,0,-58.68571803740382,0.6135685311627099
2019,3,2019_03_CIN_BUF,spread,BUF,5.5,-110.0,0.5583775937719682,0.1725929469211331,0.8577077729829954,58.33360372917939,0,-58.33360372917939,0.5583775937719682
2019,3,2019_03_CIN_BUF,spread,CIN,5.5,-110.0,0.5787528039693453,0.215380888335625,-10.13236007796322,57.98360210680431,1,52.71236555164028,0.5787528039693453
2019,3,2019_03_DEN_GB,spread,DEN,7.0,-110.0,0.5906074419885277,0.240275628175908,-13.131252650617242,58.29987630011416,0,-58.29987630011416,0.5906074419885277
2019,3,2019_03_DEN_GB,spread,GB,7.0,-110.0,0.5641362339720754,0.1846860913413582,0.8561592838293519,57.950077042313474,1,52.681888220284975,0.5641362339720754
2019,3,2019_03_HOU_LAC,spread,HOU,3.0,-110.0,0.5582771706152508,0.1723820582920268,-5.133793371663457,19.42205612387848,1,17.65641465807134,0.5582771706152508
2019,4,2019_04_CLE_BAL,spread,BAL,7.5,-110.0,0.5663631614095774,0.1893626389601126,0.9991322882679584,58.3721068595836,0,-58.3721068595836,0.5663631614095774
2019,4,2019_04_CLE_BAL,spread,CLE,7.5,-110.0,0.5941640667714116,0.2477445402199645,-13.985148756558235,58.0218742184261,1,52.74715838038736,0.5941640667714116
2019,4,2019_04_KC_DET,spread,DET,-7.5,-110.0,0.5664003866173803,0.1894408118964987,1.0159966727087548,58.33835716870842,1,53.03487015337129,0.5664003866173803
2019,4,2019_04_KC_DET,spread,DET,-7.5,-110.0,0.6340675647419111,0.3315418859580132,16.00072858377348,58.65656638962865,1,53.32415126329877,0.5664003866173803
2019,4,2019_04_MIN_CHI,spread,CHI,-1.0,-110.0,0.541279292697945,0.1366865146656845,1.006563661739841,43.27285293271874,1,39.338957211562494,0.541279292697945
2019,4,2019_04_MIN_CHI,spread,CHI,-1.0,-110.0,0.5457668727952145,0.1461104328699505,3.004723215744569,54.606321662957406,1,49.64211060268855,0.541279292697945
2019,4,2019_04_NE_BUF,spread,BUF,-7.0,-110.0,0.5644843397195581,0.1854171134110721,1.0133895567621822,59.510397704093954,1,54.10036154917632,0.5644843397195581
2019,4,2019_04_NE_BUF,spread,BUF,-7.0,-110.0,0.6301036708243523,0.3232177087311397,14.99915424364167,59.83499987338901,1,54.395454430353645,0.5644843397195581
2019,4,2019_04_PHI_GB,spread,GB,3.5,-110.0,0.5509719892570477,0.1570411774398002,1.0031477609508244,40.752975849967605,0,-40.752975849967605,0.5509719892570477
2019,5,2019_05_ATL_HOU,spread,ATL,4.0,-110.0,0.5659108965297912,0.1884128827125616,-6.84389014988759,59.91685474487133,0,-59.91685474487133,0.5659108965297912
2019,5,2019_05_ATL_HOU,spread,HOU,4.0,-110.0,0.5532291872732914,0.161781293273912,1.1464080612740286,59.5573536164021,1,54.14304874218372,0.5532291872732914
2019,5,2019_05_BUF_TEN,spread,BUF,3.5,-110.0,0.5617862733671631,0.1797511740710426,-5.846215280638321,59.8822119088552,1,54.43837446259563,0.5617862733671631
2019,5,2019_05_BUF_TEN,spread,TEN,3.5,-110.0,0.5512905587641628,0.1577101734047419,1.1452632939784708,60.20884215563078,0,-60.20884215563078,0.5512905587641628
2019,5,2019_05_CHI_OAK,spread,OAK,-6.5,-110.0,0.6264093185167066,0.3154595688850838,14.142107829113325,59.847589102696986,1,54.40689918426999,0.6264093185167066
2019,5,2019_05_CHI_OAK,spread,OAK,-6.5,-110.0,0.5628879978327013,0.1820647954486727,1.1571963255998163,60.17403049780261,1,54.70366408891147,0.6264093185167066
2019,5,2019_05_DEN_LAC,spread,DEN,4.0,-110.0,0.5659121114244251,0.1884154339912928,-6.844440151174483,60.50225248233608,1,55.002047711214615,0.5659121114244251
2019,5,2019_05_DEN_LAC,spread,LAC,4.0,-110.0,0.5532279558586359,0.1617787073031354,1.1458580599871355,60.83226476860336,0,-60.83226476860336,0.5532279558586359
2019,5,2019_05_GB_DAL,spread,DAL,3.5,-110.0,0.5512934343501376,0.1577162121352889,1.1465462127224717,20.15575705999733,0,-20.15575705999733,0.5512934343501376
2019,6,2019_06_CAR_TB,spread,TB,-2.0,-110.0,0.5544504796673899,0.1643460073015188,5.149011225100577,60.34633663763175,0,-60.34633663763175,0.5544504796673899
2019,6,2019_06_CAR_TB,spread,TB,-2.0,-110.0,0.5454911168771011,0.1455313454419122,1.1534763186799937,54.62328000408642,0,-54.62328000408642,0.5544504796673899
2019,6,2019_06_DET_GB,spread,DET,3.5,-110.0,0.5617832201226434,0.1797447622575511,-5.844840723483203,59.65651893778144,1,54.23319903434676,0.5617832201226434
2019,6,2019_06_DET_GB,spread,GB,3.5,-110.0,0.5512936397520167,0.1577166434792352,1.1466378511335904,59.98191813198752,0,-59.98191813198752,0.5512936397520167
2019,6,2019_06_NYG_NE,spread,NE,16.5,-110.0,0.5996635939943638,0.2592935473881639,1.1303933154514745,59.6220266231956,1,54.20184238472327,0.5996635939943638
2019,6,2019_06_NYG_NE,spread,NYG,16.5,-110.0,0.6521582206187548,0.3695322632993852,-31.830394019329905,59.94723767750394,0,-59.94723767750394,0.6521582206187548
2019,6,2019_06_PHI_MIN,spread,MIN,3.5,-110.0,0.5512924074483689,0.1577140556415748,1.1460880688291128,59.58755425143892,1,54.17050386494447,0.5512924074483689
2019,6,2019_06_PHI_MIN,spread,PHI,3.5,-110.0,0.5617844413317188,0.1797473267966095,-5.84539050578768,59.91257727462858,0,-59.91257727462858,0.5617844413317188
2019,6,2019_06_PIT_LAC,spread,LAC,6.0,-110.0,0.5609367465108874,0.1779671676728637,1.1428305131244,25.173478734111853,0,-25.173478734111853,0.5609367465108874
2019,7,2019_07_HOU_IND,spread,HOU,1.5,-110.0,0.545109123317709,0.1447291589671889,-1.84760287995244,53.14008453400428,0,-53.14008453400428,0.545109123317709
2019,7,2019_07_HOU_IND,spread,IND,1.5,-110.0,0.5435399755073425,0.1414339485654192,1.1489325859048067,48.96102232865588,1,44.51002029877807,0.5435399755073425
2019,7,2019_07_KC_DEN,spread,DEN,-3.0,-110.0,0.5493740749064706,0.1536855573035883,1.1548528239400615,59.35028055316478,0,-59.35028055316478,0.5493740749064706
2019,7,2019_07_KC_DEN,spread,DEN,-3.0,-110.0,0.5627576812084242,0.1817911305376908,7.148026828823842,58.9941788698458,0,-58.9941788698458,0.5493740749064706
2019,7,2019_07_LAC_TEN,spread,LAC,3.0,-110.0,0.557635806465983,0.1710351935785643,-4.846249225667519,58.640213796626725,0,-58.640213796626725,0.557635806465983
2019,7,2019_07_LAC_TEN,spread,TEN,3.0,-110.0,0.5493551338503396,0.1536457810857132,1.1464097817433672,58.28837251384696,0,-58.28837251384696,0.5493551338503396
2019,7,2019_07_MIA_BUF,spread,BUF,17.0,-110.0,0.6013965309127154,0.2629327149167023,1.1297052134608094,57.93864227876388,0,-57.93864227876388,0.6013965309127154
2019,7,2019_07_MIA_BUF,spread,MIA,17.0,-110.0,0.6546899986799687,0.3748489972279343,-32.82990168852648,57.59101042509129,1,52.35546402281026,0.6546899986799687
2019,7,2019_07_MIN_DET,spread,DET,-2.5,-110.0,0.5474308265931798,0.1496047358456775,1.15315646264024,35.32625920097655,0,-35.32625920097655,0.5474308265931798
2019,8,2019_08_ARI_NO,spread,ARI,12.5,-110.0,0.6291433151892525,0.3212009618974303,-23.83457519674764,57.69318565402229,0,-57.69318565402229,0.6291433151892525
2019,8,2019_08_ARI_NO,spread,NO,12.5,-110.0,0.5853807862078648,0.2292996510365161,1.135990790999033,57.34702654009816,1,52.13366049099832,0.5853807862078648
2019,8,2019_08_CLE_NE,spread,CLE,9.5,-110.0,0.6087626773102294,0.2784016223514817,-17.838567683408225,57.65982850304414,0,-57.65982850304414,0.6087626773102294
2019,8,2019_08_CLE_NE,spread,NE,9.5,-110.0,0.574248756222271,0.2059223880667692,1.1387460713756816,57.31386953202587,1,52.10351775638715,0.574248756222271
2019,8,2019_08_LAC_CHI,spread,CHI,3.5,-110.0,0.5512911750390899,0.1577114675820887,1.1455382397468927,57.62649063856419,0,-57.62649063856419,0.5512911750390899
2019,8,2019_08_LAC_CHI,spread,LAC,3.5,-110.0,0.5617864070384715,0.1797514547807901,-5.846275458985364,57.28073169473281,1,52.07339244975709,0.5617864070384715
2019,8,2019_08_OAK_HOU,spread,HOU,5.0,-110.0,0.5570921919794636,0.1698936031568735,1.1457648691705078,57.59317204943135,0,-57.59317204943135,0.5570921919794636
2019,8,2019_08_OAK_HOU,spread,OAK,5.0,-110.0,0.5740871116566157,0.2055829344788931,-8.842507822334007,57.24761301713475,1,52.04328456103159,0.5740871116566157
2019,8,2019_08_WAS_MIN,spread,MIN,16.5,-110.0,0.5996632247841853,0.2592927720467892,1.1302099955292562,19.1866242415004,0,-19.1866242415004,0.5996632247841853
2019,9,2019_09_DAL_NYG,spread,NYG,-6.5,-110.0,0.6264128753268221,0.3154670381863265,14.143757466423931,57.44475297905195,0,-57.44475297905195,0.6264128753268221
2019,9,2019_09_DAL_NYG,spread,NYG,-6.5,-110.0,0.5628916570437006,0.1820724797917713,1.1588459629104255,57.10008446117763,0,-57.10008446117763,0.6264128753268221
2019,9,2019_09_GB_LAC,spread,LAC,-4.0,-110.0,0.6059292246886261,0.2724513718461148,9.146615723828951,56.75748395441057,1,51.59771268582779,0.6059292246886261
2019,9,2019_09_GB_LAC,spread,LAC,-4.0,-110.0,0.5532509709611559,0.1618270390184275,1.1561376393099012,57.06707023052553,1,51.87915475502321,0.6059292246886261
2019,9,2019_09_HOU_JAX,spread,HOU,1.0,-110.0,0.5409230971824838,0.1359385040832159,-0.847943231140162,41.24183783573789,1,37.49257985067081,0.5409230971824838
2019,9,2019_09_HOU_JAX,spread,JAX,1.0,-110.0,0.54160014524565,0.1373603050158651,1.1494384045352044,43.04153763524443,0,-43.04153763524443,0.54160014524565
2019,9,2019_09_IND_PIT,spread,IND,1.0,-110.0,0.5409257722507317,0.1359441217265365,-0.8491345211054908,41.22435016759879,0,-41.22435016759879,0.5409257722507317
2019,9,2019_09_IND_PIT,spread,PIT,1.0,-110.0,0.5415974699226024,0.1373546868374651,1.1482471145698754,42.65733802086131,1,38.77939820078301,0.5415974699226024
2019,9,2019_09_MIN_KC,spread,KC,-5.5,-110.0,0.5590451005025043,0.1739947110552591,1.1571941635355725,57.33038170054732,1,52.11852881867938,0.5590451005025043
2019,9,2019_09_MIN_KC,spread,KC,-5.5,-110.0,0.6183040475316361,0.298438499816436,12.144466295603422,23.13684111191226,1,21.03349191992024,0.5590451005025043
2019,10,2019_10_ATL_NO,spread,ATL,14.0,-110.0,0.6383465964180481,0.3405278524779012,-26.83175530492485,57.76929382497891,1,52.51753984088992,0.6383465964180481
2019,10,2019_10_ATL_NO,spread,NO,14.0,-110.0,0.590821532065245,0.2407252173370145,1.134934324977639,58.084399064024254,0,-58.084399064024254,0.590821532065245
2019,10,2019_10_BUF_CLE,spread,BUF,3.0,-110.0,0.5576360110443024,0.171035623193035,-4.846340916811065,57.73589266964011,0,-57.73589266964011,0.5576360110443024
2019,10,2019_10_BUF_CLE,spread,CLE,3.0,-110.0,0.5493549281503667,0.1536453491157701,1.146318090599821,57.38947731362227,0,-57.38947731362227,0.5493549281503667
2019,10,2019_10_DET_CHI,spread,CHI,6.0,-110.0,0.560934912327868,0.1779633158885227,1.142005601462695,57.045140449740536,1,51.859218590673215,0.560934912327868
2019,10,2019_10_DET_CHI,spread,DET,6.0,-110.0,0.5821334531052014,0.2224802515209228,-10.843906224453631,57.35629576128458,0,-57.35629576128458,0.5821334531052014
2019,10,2019_10_KC_TEN,spread,TEN,-5.0,-110.0,0.6142041493162755,0.2898287135641787,11.145600130304288,57.01215798671687,1,51.829234533378965,0.6142041493162755
2019,10,2019_10_KC_TEN,spread,TEN,-5.0,-110.0,0.5571176010482788,0.1699469622013855,1.1571475654423455,57.323133393917146,1,52.11193944901559,0.6142041493162755
2019,10,2019_10_LAC_OAK,spread,OAK,-1.0,-110.0,0.5460937040641247,0.146796778534662,3.1502714121526934,19.21193501020383,1,17.465395463821665,0.5460937040641247
2019,11,2019_11_ARI_SF,spread,ARI,10.0,-110.0,0.6123326184744009,0.2858984987962419,-18.83813571642252,57.74059740339417,0,-57.74059740339417,0.6123326184744009
2019,11,2019_11_ARI_SF,spread,SF,10.0,-110.0,0.5761249264541312,0.2098623455536754,1.1383328696254935,57.394153818973805,0,-57.394153818973805,0.5761249264541312
2019,11,2019_11_BUF_MIA,spread,MIA,-7.0,-110.0,0.6304077389359384,0.3238562517654706,15.1415554249259,57.049788896059965,0,-57.049788896059965,0.6304077389359384
2019,11,2019_11_BUF_MIA,spread,MIA,-7.0,-110.0,0.5648047090415311,0.1860898889872154,1.1581594934424944,56.707490162683605,0,-56.707490162683605,0.6304077389359384
2019,11,2019_11_HOU_BAL,spread,BAL,4.0,-110.0,0.5532300078746191,0.1617830165367001,1.146774576388716,56.3672452217075,1,51.24295020155227,0.5532300078746191
2019,11,2019_11_HOU_BAL,spread,HOU,4.0,-110.0,0.5659108271903296,0.1884127370996922,-6.843858758888368,56.67470292291682,0,-56.67470292291682,0.5659108271903296
2019,11,2019_11_JAX_IND,spread,IND,2.5,-110.0,0.5474166093139659,0.1495748795593283,1.1468230551167329,55.85567444071048,1,50.77788585519134,0.5474166093139659
2019,11,2019_11_JAX_IND,spread,JAX,2.5,-110.0,0.5534708239603434,0.1622887303167212,-3.847016385088247,56.63932202051047,0,-56.63932202051047,0.5534708239603434
2019,11,2019_11_KC_LAC,spread,LAC,-5.5,-110.0,0.618305925246694,0.2984424430180575,12.145322559105008,19.24517660950565,0,-19.24517660950565,0.618305925246694
2019,12,2019_12_DAL_NE,spread,DAL,5.5,-110.0,0.578129573055752,0.2140721034170791,-9.843298643130437,56.18401502873037,1,51.07637729884579,0.578129573055752
2019,12,2019_12_DAL_NE,spread,NE,5.5,-110.0,0.5590152424906998,0.1739320092304696,1.1437936155799848,56.490473292523454,0,-56.490473292523454,0.5590152424906998
2019,12,2019_12_DEN_BUF,spread,BUF,3.5,-110.0,0.5512895312121473,0.1577080155455094,1.1448048606615204,56.15153045276831,1,51.04684586615301,0.5512895312121473
2019,12,2019_12_DEN_BUF,spread,DEN,3.5,-110.0,0.5617880361551268,0.1797548759257664,-5.84700888228645,56.45781152796523,0,-56.45781152796523,0.5617880361551268
2019,12,2019_12_IND_HOU,spread,HOU,3.5,-110.0,0.5512932289698274,0.1577157808366375,1.1464545839437994,56.11906465879744,0,-56.11906465879744,0.5512932289698274
2019,12,2019_12_IND_HOU,spread,IND,3.5,-110.0,0.5617836272068001,0.1797456171342802,-5.845023990672993,55.78235027084465,1,50.71122751894968,0.5617836272068001
2019,12,2019_12_JAX_TEN,spread,JAX,4.5,-110.0,0.5700176434486479,0.1970370512421606,-7.844924522431001,56.08661763595836,0,-56.08661763595836,0.5700176434486479
2019,12,2019_12_JAX_TEN,spread,TEN,4.5,-110.0,0.5551586428255018,0.1658331499335537,1.1445286018676049,55.75009793014261,1,50.68190720922056,0.5551586428255018
2019,12,2019_12_MIA_CLE,spread,CLE,11.0,-110.0,0.5798533898109761,0.2176921186030499,1.137414464868911,18.684729791132725,1,16.98611799193884,0.5798533898109761
2019,13,2019_13_BUF_DAL,spread,BUF,6.5,-110.0,0.586088655143514,0.2307861758013795,-11.841429324903263,56.15610608134956,1,51.0510055284996,0.586088655143514
2019,13,2019_13_BUF_DAL,spread,DAL,6.5,-110.0,0.562856433797926,0.1819985109756448,1.1429670204862878,56.46241211452056,0,-56.46241211452056,0.562856433797926
2019,13,2019_13_CLE_PIT,spread,PIT,-1.0,-110.0,0.5460899998154347,0.1467889996124129,3.148621749679143,52.51937719741891,1,47.74488836128992,0.5460899998154347
2019,13,2019_13_CLE_PIT,spread,PIT,-1.0,-110.0,0.541603034862367,0.1373663732109709,1.1507251165308825,42.15682219973161,1,38.32438381793782,0.5460899998154347
2019,13,2019_13_LAC_DEN,spread,DEN,-4.5,-110.0,0.5551814249256999,0.1658809923439698,1.1547180052529642,56.64005327490881,1,51.49095752264437,0.5551814249256999
2019,13,2019_13_LAC_DEN,spread,DEN,-4.5,-110.0,0.6100733426025443,0.2811540194653431,10.144351002909,56.94899902004468,1,51.771817290949706,0.5551814249256999
2019,13,2019_13_NO_ATL,spread,ATL,-7.0,-110.0,0.5648073446018319,0.186095423663847,1.1593507336078623,57.25962992379038,0,-57.25962992379038,0.5648073446018319
2019,13,2019_13_NO_ATL,spread,ATL,-7.0,-110.0,0.6304109968636274,0.3238630934136177,15.143081804327275,56.91607214424764,0,-56.91607214424764,0.5648073446018319
2019,13,2019_13_NYJ_CIN,spread,CIN,-2.5,-110.0,0.5474306209046087,0.1496043038996782,1.153064833861568,36.78625310023624,1,33.44204827294203,0.5474306209046087
2019,14,2019_14_BAL_BUF,spread,BUF,-6.5,-110.0,0.6264110968310821,0.3154633033452725,14.142932603963963,56.775228001019805,0,-56.775228001019805,0.6264110968310821
2019,14,2019_14_BAL_BUF,spread,BUF,-6.5,-110.0,0.5628898273431882,0.1820686374206951,1.1580211004504584,56.43457663301369,0,-56.43457663301369,0.6264110968310821
2019,14,2019_14_CIN_CLE,spread,CIN,6.5,-110.0,0.5860900100790302,0.2307890211659634,-11.84207072039928,56.09596917321561,0,-56.09596917321561,0.5860900100790302
2019,14,2019_14_CIN_CLE,spread,CLE,6.5,-110.0,0.562855010997666,0.1819955230950986,1.142325624990271,55.75939335817632,1,50.6903575983421,0.562855010997666
2019,14,2019_14_KC_NE,spread,KC,3.0,-110.0,0.5576329438166686,0.1710291820150041,-4.8449662001059375,56.06353550376637,1,50.96685045796942,0.5576329438166686
2019,14,2019_14_KC_NE,spread,NE,3.0,-110.0,0.549358012189023,0.1536518255969484,1.1476928073049484,56.36933660651418,0,-56.36933660651418,0.549358012189023
2019,14,2019_14_MIA_NYJ,spread,MIA,5.0,-110.0,0.5740883773400289,0.2055855924140608,-8.843089204987674,56.0311205868751,1,50.93738235170464,0.5740883773400289
2019,14,2019_14_MIA_NYJ,spread,NYJ,5.0,-110.0,0.5570901460783624,0.169889306764561,1.1448483624013743,56.33674488098533,0,-56.33674488098533,0.5570901460783624
2019,14,2019_14_SF_NO,spread,NO,1.0,-110.0,0.5415997336974567,0.1373594407646592,1.1492551469778602,18.66624147056655,0,-18.66624147056655,0.5415997336974567
2019,15,2019_15_BUF_PIT,spread,BUF,1.0,-110.0,0.5409268016733042,0.1359462835139389,-0.8495929544224416,40.17840264147262,1,36.52582058315693,0.5409268016733042
2019,15,2019_15_BUF_PIT,spread,PIT,1.0,-110.0,0.5415964404025162,0.137352524845284,1.1477886812529243,41.91392694254783,0,-41.91392694254783,0.5415964404025162
2019,15,2019_15_CHI_GB,spread,CHI,4.0,-110.0,0.5659145404529963,0.1884205349512921,-6.845539812361141,55.85439832471967,0,-55.85439832471967,0.5659145404529963
2019,15,2019_15_CHI_GB,spread,GB,4.0,-110.0,0.5532254937907468,0.1617735369605684,1.1447583988004784,55.51927193477135,1,50.47206539524668,0.5532254937907468
2019,15,2019_15_DEN_KC,spread,DEN,10.0,-110.0,0.612332966238226,0.2858992291002745,-18.83831896802518,55.82210432714283,0,-55.82210432714283,0.612332966238226
2019,15,2019_15_DEN_KC,spread,KC,10.0,-110.0,0.5761245292458254,0.2098615114162333,1.1381496180228368,55.487171701179975,1,50.44288336470907,0.5761245292458254
2019,15,2019_15_HOU_TEN,spread,HOU,3.0,-110.0,0.5576327393769099,0.1710287526915109,-4.844874571327265,55.78982900136823,1,50.7180263648802,0.5576327393769099
2019,15,2019_15_HOU_TEN,spread,TEN,3.0,-110.0,0.5493582177488405,0.1536522572725651,1.1477844360836205,56.09413715955751,0,-56.09413715955751,0.5493582177488405
2019,15,2019_15_IND_NO,spread,IND,8.0,-110.0,0.5976767303708777,0.2551211337788431,-14.839646211956593,48.36172993321456,0,-48.36172993321456,0.5976767303708777
2019,16,2019_16_BAL_CLE,spread,CLE,-9.5,-110.0,0.6742718895525779,0.4159709680604136,20.140254934952186,55.46740195700088,0,-55.46740195700088,0.6742718895525779
2019,16,2019_16_BAL_CLE,spread,CLE,-9.5,-110.0,0.5743002878102169,0.2060306044014556,1.162425904467101,55.13459754525887,0,-55.13459754525887,0.6742718895525779
2019,16,2019_16_BUF_NE,spread,BUF,7.0,-110.0,0.5900053793476925,0.2390112966301543,-12.84246352826422,54.80378995998732,0,-54.80378995998732,0.5900053793476925
2019,16,2019_16_BUF_NE,spread,NE,7.0,-110.0,0.5647669370329598,0.1860105677692155,1.1410875084467025,54.47496722022739,0,-54.47496722022739,0.5647669370329598
2019,16,2019_16_DAL_PHI,spread,PHI,-2.0,-110.0,0.554449864295404,0.1643447150203484,5.148736144945087,54.14811741690603,1,49.2255612880964,0.554449864295404
2019,16,2019_16_DAL_PHI,spread,PHI,-2.0,-110.0,0.5454904991386058,0.1455300481910723,1.1532012385245027,49.5762769702729,1,45.06934270024809,0.554449864295404
2019,16,2019_16_GB_MIN,spread,GB,4.0,-110.0,0.5659117066068435,0.1884145838743715,-6.844256883984693,54.713886840836096,1,49.739897128032815,0.5659117066068435
2019,16,2019_16_GB_MIN,spread,MIN,4.0,-110.0,0.5532283661812447,0.1617795689806139,1.146041327176926,55.01232622360429,0,-55.01232622360429,0.5532283661812447
2019,16,2019_16_HOU_TB,spread,TB,-3.0,-110.0,0.56275714099746,0.181789996094666,7.147783333487049,23.11595807076417,0,-23.11595807076417,0.56275714099746
2019,17,2019_17_ARI_LA,spread,ARI,7.0,-110.0,0.5900028932949828,0.2390060759194638,-12.841272238298892,54.54355651783808,0,-54.54355651783808,0.5900028932949828
2019,17,2019_17_ARI_LA,spread,LA,7.0,-110.0,0.5647695728444382,0.1860161029733202,1.1422787984120326,54.21629517873105,0,-54.21629517873105,0.5647695728444382
2019,17,2019_17_ATL_TB,spread,ATL,1.0,-110.0,0.5409222741432057,0.135936775700732,-0.8475767063930284,38.73337372255513,1,35.21215792959557,0.5409222741432057
2019,17,2019_17_ATL_TB,spread,TB,1.0,-110.0,0.5416009683637291,0.137362033563831,1.1498049292823378,40.42741681783595,0,-40.42741681783595,0.5416009683637291
2019,17,2019_17_CHI_MIN,spread,MIN,-5.5,-110.0,0.6183002289125112,0.2984304807162736,12.142724962478692,53.85970585432923,1,48.96336895848111,0.6183002289125112
2019,17,2019_17_CHI_MIN,spread,MIN,-5.5,-110.0,0.559041220657352,0.1739865633804391,1.155452830410843,54.15348606808011,1,49.23044188007283,0.6183002289125112
2019,17,2019_17_CLE_CIN,spread,CIN,-2.5,-110.0,0.5474310322683728,0.1496051677635828,1.153248085464226,54.01890534722349,1,49.10809577020317,0.5474310322683728
2019,17,2019_17_CLE_CIN,spread,CIN,-2.5,-110.0,0.5586106588880575,0.1730823836649208,6.147602523142099,54.74351729398177,1,49.76683390361978,0.5474310322683728
2019,17,2019_17_GB_DET,spread,DET,-13.5,-110.0,0.5890833535417423,0.2370750424376589,1.1663738803917258,48.175822801920425,1,43.79620254720039,0.5890833535417423
2019,18,2019_18_BUF_HOU,spread,BUF,2.5,-110.0,0.5534702084661579,0.1622874377789316,-3.846741436387356,55.30489551268669,0,-55.30489551268669,0.5534702084661579
2019,18,2019_18_BUF_HOU,spread,HOU,2.5,-110.0,0.547417226521903,0.1495761756959964,1.1470980038176224,54.50708770969926,1,49.55189791790842,0.547417226521903
2019,18,2019_18_BUF_HOU,spread,HOU,-2.5,-110.0,0.5474310557897514,0.1496052171584779,-1.1532585636126436,54.8339815932749,1,49.84907417570445,0.5474310557897514
2019,18,2019_18_BUF_HOU,spread,HOU,-2.5,-110.0,0.558609534280496,0.1730800219890416,-6.147098003817622,55.569471972172245,1,50.517701792883855,0.5474310557897514
