n_bets,sims,mean_pnl,median_pnl,pnl_p05,pnl_p01,pnl_p95,prob_loss,mean_max_drawdown,median_max_drawdown,maxdd_p95,maxdd_p99
1070,50000,6850.627363242496,6858.433508336457,3444.6431563779106,2047.4458213902856,10198.889892829866,0.00038,1126.7418312891814,1056.7532100504113,1791.415021558629,2280.0715098573783
