final_bankroll,roi,max_drawdown,n_weeks,n_rows_input,n_placed_bets,avg_stake,kelly_frac,per_bet_cap,weekly_risk_cap,pause_drawdown
9489.06,-0.0511,0.1508,126,6088,1123,54.14,0.12,0.006,0.05,0.3
