season,week,game_id,bet_type,bet_line,pick,price,edge_pts,p_raw,won,p_cal
2019,12,2019_12_BAL_LA,spread,3.5,BAL,-110,5.84509822221965,0.6735088279467802,1,0.5668060752806513
2019,12,2019_12_BAL_LA,spread,-3.5,LA,-110,8.146895349870038,0.734566887517658,0,0.5802469135802469
2019,12,2019_12_BAL_LA,spread,-3.5,LA,-110,1.15490177778035,0.5353949090252713,0,0.5668060752806513
2019,12,2019_12_CAR_NO,spread,-10.0,NO,-110,-1.16282164915385,0.4643630107732993,1,0.5668060752806513
2019,12,2019_12_CAR_NO,spread,-10.0,NO,-110,-21.13895539351326,0.05196701117414193,1,0.5668060752806513
2019,12,2019_12_DAL_NE,spread,-5.5,NE,-110,-1.156701356869565,0.4645500835656786,1,0.5668060752806513
2019,12,2019_12_DAL_NE,spread,-5.5,NE,-110,-12.143793615579984,0.175116363838152,1,0.5668060752806513
2019,12,2019_12_DAL_NE,spread,5.5,DAL,-110,-9.843298643130435,0.2244719681540832,1,0.5668060752806513
2019,12,2019_12_DAL_NE,spread,5.5,NE,-110,1.1437936155799848,0.5350553529018972,0,0.5668060752806513
2019,12,2019_12_DEN_BUF,spread,3.5,BUF,-110,1.1448048606615204,0.5350862658672876,1,0.5668060752806513
2019,12,2019_12_DEN_BUF,spread,3.5,DEN,-110,-5.84700888228645,0.32643817678045817,0,0.5668060752806513
2019,12,2019_12_DEN_BUF,spread,-3.5,BUF,-110,-8.14480486066152,0.26548583007899923,1,0.5668060752806513
2019,12,2019_12_DEN_BUF,spread,-3.5,BUF,-110,-1.1529911177135501,0.4646634945163383,1,0.5668060752806513
2019,12,2019_12_DET_WAS,spread,4.0,WAS,-110,-1.1448325931166785,0.4649128863763909,0,0.5668060752806513
2019,12,2019_12_DET_WAS,spread,4.0,DET,-110,6.845980615517835,0.7007691290764224,1,0.5668060752806513
2019,12,2019_12_DET_WAS,spread,-4.0,WAS,-110,9.144832593116679,0.7591119048551103,1,0.6406249999999999
2019,12,2019_12_DET_WAS,spread,-4.0,WAS,-110,1.1540193844821647,0.5353679368214331,1,0.5668060752806513
2019,12,2019_12_GB_SF,spread,3.0,GB,-110,-4.845241305424368,0.3546818228256976,0,0.5668060752806513
2019,12,2019_12_GB_SF,spread,3.0,SF,-110,1.1474177019865177,0.5351661373870884,1,0.5668060752806513
2019,12,2019_12_IND_HOU,spread,-3.5,HOU,-110,-8.1464545839438,0.2654442271995938,1,0.5668060752806513
2019,12,2019_12_IND_HOU,spread,-3.5,HOU,-110,-1.1549760093270072,0.4646028219390631,1,0.5668060752806513
2019,12,2019_12_JAX_TEN,spread,-4.5,TEN,-110,-1.1550754775689986,0.46459978149514297,1,0.5668060752806513
2019,12,2019_12_JAX_TEN,spread,-4.5,TEN,-110,-10.144528601867606,0.21759292918367984,1,0.5668060752806513
2019,12,2019_12_JAX_TEN,spread,4.5,JAX,-110,-7.844924522431001,0.27310277794471,0,0.5668060752806513
2019,12,2019_12_JAX_TEN,spread,4.5,TEN,-110,1.1445286018676049,0.5350778208746347,1,0.5668060752806513
2019,12,2019_12_MIA_CLE,spread,-11.0,CLE,-110,-23.13741446486891,0.03755425773638199,1,0.5668060752806513
2019,12,2019_12_MIA_CLE,spread,-11.0,CLE,-110,-1.1636418841251661,0.4643379400771442,1,0.5668060752806513
2019,12,2019_12_NYG_CHI,spread,6.0,CHI,-110,1.1425555644235095,0.535017506365441,0,0.5668060752806513
2019,12,2019_12_NYG_CHI,spread,6.0,NYG,-110,-10.843356261492817,0.20211109829616253,1,0.5668060752806513
2019,12,2019_12_NYG_CHI,spread,-6.0,CHI,-110,-13.14255556442351,0.15601639638367631,1,0.5668060752806513
2019,12,2019_12_NYG_CHI,spread,-6.0,CHI,-110,-1.1566437385071833,0.4645518447652633,1,0.5668060752806513
2019,12,2019_12_OAK_NYJ,spread,-3.5,NYJ,-110,1.1546245296127369,0.5353864343704332,1,0.5668060752806513
2019,12,2019_12_OAK_NYJ,spread,-3.5,NYJ,-110,8.146618101702424,0.7345598962266728,1,0.5802469135802469
2019,12,2019_12_OAK_NYJ,spread,3.5,OAK,-110,5.845375470387263,0.673516518094077,0,0.5668060752806513
2019,12,2019_12_OAK_NYJ,spread,3.5,NYJ,-110,-1.1466181017024244,0.46485830531311795,1,0.5668060752806513
2019,12,2019_12_PIT_CIN,spread,-5.5,CIN,-110,1.155636227599179,0.5354173589020194,0,0.5668060752806513
2019,12,2019_12_PIT_CIN,spread,-5.5,CIN,-110,12.142573220431021,0.8248594258401425,0,0.6406249999999999
2019,12,2019_12_PIT_CIN,spread,5.5,PIT,-110,9.844363772400822,0.7755525711032062,1,0.6406249999999999
2019,12,2019_12_PIT_CIN,spread,5.5,CIN,-110,-1.1425732204310206,0.4649819538979851,0,0.5668060752806513
2019,12,2019_12_SEA_PHI,spread,-1.0,PHI,-110,1.1517331489388676,0.5352980524761212,0,0.5668060752806513
2019,12,2019_12_SEA_PHI,spread,-1.0,PHI,-110,3.149294657971664,0.595708103740458,0,0.5668060752806513
2019,12,2019_12_SEA_PHI,spread,1.0,SEA,-110,0.8482668510611324,0.5260130401867368,1,0.5668060752806513
2019,12,2019_12_SEA_PHI,spread,1.0,PHI,-110,-1.149294657971664,0.4647764871262148,0,0.5668060752806513
