final_bankroll,roi,max_drawdown,n_weeks,n_rows_input,n_placed_bets,avg_stake,kelly_frac,per_bet_cap,weekly_risk_cap,pause_drawdown
11407.11,0.1407,0.191,126,3043,848,84.91,0.12,0.008,0.05,0.3
