season,week,bet_type,game_id,pick,bet_line,price,p_cal,ev,units
2024,18,spread,2024_18_CAR_ATL,CAR,7.5,-110.0,0.5636683527600618,0.1837035407961298,0.73
2024,18,spread,2024_18_CHI_GB,CHI,10.0,-110.0,0.5636683527600618,0.1837035407961298,0.73
2024,18,spread,2024_18_JAX_IND,JAX,3.5,-110.0,0.5636683527600618,0.1837035407961298,0.74
2024,18,spread,2024_18_KC_DEN,KC,10.5,-110.0,0.5636683527600618,0.1837035407961298,0.74
2024,18,spread,2024_18_LAC_LV,LV,-7.0,-110.0,0.6071428571428571,0.2749999999999999,0.74
2024,18,spread,2024_18_MIN_DET,MIN,3.0,-110.0,0.5636683527600618,0.1837035407961298,0.73
2024,18,spread,2024_18_NO_TB,NO,14.5,-110.0,0.5636683527600618,0.1837035407961298,0.73
2024,18,spread,2024_18_NYG_PHI,NYG,3.0,-110.0,0.5636683527600618,0.1837035407961298,0.73
2024,18,spread,2024_18_SEA_LA,LA,-7.5,-110.0,0.6071428571428571,0.2749999999999999,0.24
