scope,bin,p,hit,n
spread_bettable,"(0.5547, 0.5633]",0.5626983514002969,0.5773126266036462,1481
spread_bettable,"(0.5633, 0.5636]",0.5635942327497427,0.5926365795724465,842
spread_bettable,"(0.5636, 0.5637]",0.5636683527600618,0.5759911894273128,908
spread_bettable,"(0.5637, 0.5664]",0.5664380625803688,0.5569272976680384,729
spread_bettable,"(0.5664, 0.5668]",0.5668051594897061,0.5692503176620076,787
spread_bettable,"(0.5668, 0.5742]",0.5739152277495885,0.46511627906976744,172
spread_bettable,"(0.5742, 0.999]",0.6311838825481247,0.6202090592334495,574
