season,week,bankroll,bets
2019,1,10134.420595296444,7
2019,2,10153.640697044299,7
2019,3,9980.482805221774,7
2019,4,10349.100153650475,7
2019,5,10488.213373994098,7
2019,6,10388.391867449918,7
2019,7,10094.900107277208,7
2019,8,10037.09056556606,7
2019,9,10056.126079250203,7
2019,10,9960.41696088711,7
2019,11,9753.225628432248,7
2019,12,9697.372722728047,7
2019,13,9865.339152458531,7
2019,14,9771.445847502562,7
2019,15,9715.488601735246,7
2019,16,9623.021498477916,7
2019,17,9641.271723104313,7
2019,18,9808.266437620736,7
2019,19,9940.109738957846,7
2019,20,10073.725285800116,7
2019,21,10062.079763784985,4
2020,1,9966.313981265801,7
2020,2,10100.281767093102,7
2020,3,10236.05035587255,7
2020,4,10177.432501934736,7
2020,5,10235.760256475556,7
2020,6,10373.34995517427,7
2020,7,10313.945840171124,7
2020,8,10573.038855532377,7
2020,9,10512.491200356291,7
2020,10,10452.290277902688,7
2020,11,10714.858595353533,7
2020,12,10735.179507681976,7
2020,13,10511.87197396396,7
2020,14,10332.604886972224,7
2020,15,10273.434103026811,7
2020,16,10175.656756878489,7
2020,17,10117.3847534437,7
2020,18,10136.57254642652,7
2020,19,10272.828958022143,7
2020,20,10385.201820905102,2
2020,21,10613.648680320399,4
2021,1,10880.270425594515,7
2021,2,10942.626205659988,7
2021,3,11005.339352147019,7
2021,4,10817.656784103816,7
2021,5,10755.708297795692,7
2021,6,10653.340909952702,7
2021,7,10673.545152940103,7
2021,8,10734.716172413107,7
2021,9,10632.548576994863,7
2021,10,10451.223498510557,7
2021,11,10511.120373164995,7
2021,12,10450.927300902169,7
2021,13,10391.07893080427,7
2021,14,10292.181900728177,7
2021,15,10430.530022527693,7
2021,16,10450.311700861637,7
2021,17,10350.85092325934,7
2021,18,10370.481488820658,7
2021,19,10311.093800401584,7
2021,20,10330.648965900378,7
2021,21,10350.24121810453,7
2022,1,10610.245996922573,7
2022,2,10630.36850967138,7
2022,3,10773.262556000442,7
2022,4,10835.005064619463,7
2022,5,10855.553836778887,7
2022,6,10876.141580035668,7
2022,7,10690.662321575155,7
2022,8,10710.937345257122,7
2022,9,10772.322662650042,7
2022,10,10958.908104839904,7
2022,11,10772.017364786121,7
2022,12,10710.330237568896,7
2022,13,10608.394735136164,7
2022,14,10628.513736935372,7
2022,15,10648.670894765115,7
2022,16,10791.810962844138,7
2022,17,10607.76985965469,7
2022,18,10426.867351811272,7
2022,19,10446.642083827648,7
2022,20,10347.216231782992,7
2022,21,10448.310272799268,6
2023,1,10468.125671681526,7
2023,2,10608.838840124065,7
2023,3,10669.639022067031,7
2023,4,10368.201496707046,7
2023,5,10308.826864910407,7
2023,6,10210.712668367645,7
2023,7,10152.239913448851,7
2023,8,10171.493809837926,7
2023,9,10190.784221570346,7
2023,10,10327.769349730455,7
2023,11,10466.595840137968,7
2023,12,10288.100882091614,7
2023,13,10347.062886784623,7
2023,14,10406.362807876125,7
2023,15,10346.76964118698,7
2023,16,10406.06788166235,7
2023,17,10346.476403900198,7
2023,18,10170.029935549946,7
2023,19,10425.507689956314,7
2023,20,10565.64798495147,7
2023,21,10626.200636331258,7
2024,1,10525.065836862987,7
2024,2,10789.462323601107,7
2024,3,10809.92472317435,7
2024,4,10830.425930037869,7
2024,5,10727.347417587674,7
2024,6,10384.534669673569,7
2024,7,10207.439164267118,7
2024,8,10148.985155425038,7
2024,9,9975.906658156264,7
2024,10,9918.778545353498,7
2024,11,9975.623931478944,7
2024,12,9880.680991814168,7
2024,13,9899.419872070324,7
2024,14,9842.729769154093,7
2024,15,9749.051648865237,7
2024,16,9693.222645908298,7
2024,17,9527.91661938912,7
2024,18,9545.986475988,7
2024,19,9564.090602378541,7
2024,20,9804.346767357327,7
2024,21,10014.222966932284,6
