"roi","min_edge_spread","n_placed_bets","final_bankroll","weekly_risk_cap","min_ev_spread","sigma_total","kelly_frac","max_drawdown","sigma_spread","per_bet_cap"
"-0.0315","1","869","9685.06","0.05","0.015","11","0.1","0.179","15","0.008"
"-0.0315","1","869","9685.06","0.05","0.02","11","0.12","0.179","14","0.008"
"-0.0315","1","869","9685.06","0.05","0.012","10","0.12","0.179","14","0.008"
"-0.0315","1","869","9685.06","0.05","0.02","12","0.12","0.179","14","0.008"
"-0.0315","1","869","9685.06","0.05","0.02","11","0.12","0.179","13","0.008"
"-0.0315","1","869","9685.06","0.05","0.012","12","0.12","0.179","14","0.008"
"-0.0315","1","869","9685.06","0.05","0.012","11","0.1","0.179","15","0.008"
"-0.0315","1","869","9685.06","0.05","0.012","10","0.1","0.179","14","0.008"
"-0.0315","1","869","9685.06","0.05","0.015","10","0.12","0.179","14","0.008"
"-0.0315","1","869","9685.06","0.05","0.015","11","0.12","0.179","13","0.008"
"-0.0315","1","869","9685.06","0.05","0.012","11","0.12","0.179","15","0.008"
"-0.0315","1","869","9685.06","0.05","0.012","10","0.12","0.179","13","0.008"
"-0.1357","1","644","8643.13","0.04","0.018","10","0.1","0.2111","13","0.008"
"-0.1357","1","644","8643.13","0.04","0.018","11","0.1","0.2111","13","0.008"
"-0.1357","1","644","8643.13","0.04","0.015","11","0.1","0.2111","13","0.008"
"-0.1357","1","644","8643.13","0.04","0.012","11","0.1","0.2111","13","0.008"
"-0.1357","1","644","8643.13","0.04","0.015","12","0.1","0.2111","13","0.008"
"-0.1357","1","644","8643.13","0.04","0.012","12","0.1","0.2111","13","0.008"
"-0.1357","1","644","8643.13","0.04","0.02","12","0.1","0.2111","13","0.008"
"-0.1357","1","644","8643.13","0.04","0.02","10","0.1","0.2111","13","0.008"
"-0.1357","1","644","8643.13","0.04","0.018","12","0.1","0.2111","13","0.008"
"-0.1357","1","644","8643.13","0.04","0.015","10","0.1","0.2111","13","0.008"
"-0.1357","1","644","8643.13","0.04","0.012","10","0.1","0.2111","13","0.008"
"-0.1357","1","644","8643.13","0.04","0.02","11","0.1","0.2111","13","0.008"
"-0.136","1","625","8639.5","0.04","0.012","10","0.1","0.2114","14","0.008"
"-0.136","1","625","8639.5","0.04","0.012","10","0.12","0.2114","14","0.008"
"-0.136","1","625","8639.5","0.04","0.02","10","0.1","0.2114","14","0.008"
"-0.136","1","625","8639.5","0.04","0.012","10","0.12","0.2114","13","0.008"
"-0.136","1","625","8639.5","0.04","0.015","10","0.12","0.2114","14","0.008"
"-0.136","1","625","8639.5","0.04","0.015","10","0.1","0.2114","14","0.008"
"-0.136","1","625","8639.5","0.04","0.018","12","0.12","0.2114","15","0.008"
"-0.136","1","625","8639.5","0.04","0.018","12","0.1","0.2114","15","0.008"
"-0.136","1","625","8639.5","0.04","0.018","10","0.1","0.2114","14","0.008"
"-0.136","1","625","8639.5","0.04","0.018","12","0.12","0.2114","13","0.008"
"-0.136","1","625","8639.5","0.04","0.02","12","0.12","0.2114","15","0.008"
"-0.136","1","625","8639.5","0.04","0.015","12","0.12","0.2114","15","0.008"
"-0.136","1","625","8639.5","0.04","0.018","10","0.12","0.2114","14","0.008"
"-0.136","1","625","8639.5","0.04","0.02","12","0.1","0.2114","15","0.008"
"-0.136","1","625","8639.5","0.04","0.02","12","0.12","0.2114","13","0.008"
"-0.136","1","625","8639.5","0.04","0.02","10","0.12","0.2114","15","0.008"
"-0.136","1","625","8639.5","0.04","0.015","12","0.12","0.2114","14","0.008"
"-0.136","1","625","8639.5","0.04","0.02","10","0.1","0.2114","15","0.008"
"-0.136","1","625","8639.5","0.04","0.012","11","0.12","0.2114","13","0.008"
"-0.136","1","625","8639.5","0.04","0.018","12","0.1","0.2114","14","0.008"
"-0.136","1","625","8639.5","0.04","0.015","12","0.1","0.2114","14","0.008"
"-0.136","1","625","8639.5","0.04","0.012","12","0.12","0.2114","14","0.008"
"-0.136","1","625","8639.5","0.04","0.012","12","0.1","0.2114","14","0.008"
"-0.136","1","625","8639.5","0.04","0.012","11","0.12","0.2114","15","0.008"
"-0.136","1","625","8639.5","0.04","0.02","11","0.12","0.2114","13","0.008"
"-0.136","1","625","8639.5","0.04","0.012","11","0.1","0.2114","15","0.008"
"-0.136","1","625","8639.5","0.04","0.015","10","0.1","0.2114","15","0.008"
"-0.136","1","625","8639.5","0.04","0.015","10","0.12","0.2114","15","0.008"
"-0.136","1","625","8639.5","0.04","0.012","10","0.1","0.2114","15","0.008"
"-0.136","1","625","8639.5","0.04","0.012","10","0.12","0.2114","15","0.008"
"-0.136","1","625","8639.5","0.04","0.015","11","0.12","0.2114","13","0.008"
"-0.136","1","625","8639.5","0.04","0.02","12","0.12","0.2114","14","0.008"
"-0.136","1","625","8639.5","0.04","0.018","10","0.12","0.2114","15","0.008"
"-0.136","1","625","8639.5","0.04","0.018","12","0.12","0.2114","14","0.008"
"-0.136","1","625","8639.5","0.04","0.018","11","0.12","0.2114","13","0.008"
"-0.136","1","625","8639.5","0.04","0.02","12","0.1","0.2114","14","0.008"
"-0.136","1","625","8639.5","0.04","0.018","10","0.1","0.2114","15","0.008"
"-0.136","1","625","8639.5","0.04","0.02","10","0.12","0.2114","13","0.008"
"-0.136","1","625","8639.5","0.04","0.015","12","0.12","0.2114","13","0.008"
"-0.136","1","625","8639.5","0.04","0.012","11","0.12","0.2114","14","0.008"
"-0.136","1","625","8639.5","0.04","0.015","11","0.1","0.2114","14","0.008"
"-0.136","1","625","8639.5","0.04","0.015","11","0.12","0.2114","14","0.008"
"-0.136","1","625","8639.5","0.04","0.02","11","0.12","0.2114","15","0.008"
"-0.136","1","625","8639.5","0.04","0.012","12","0.1","0.2114","15","0.008"
"-0.136","1","625","8639.5","0.04","0.02","10","0.12","0.2114","14","0.008"
"-0.136","1","625","8639.5","0.04","0.015","12","0.1","0.2114","15","0.008"
"-0.136","1","625","8639.5","0.04","0.015","10","0.12","0.2114","13","0.008"
"-0.136","1","625","8639.5","0.04","0.012","11","0.1","0.2114","14","0.008"
"-0.136","1","625","8639.5","0.04","0.012","12","0.12","0.2114","15","0.008"
"-0.136","1","625","8639.5","0.04","0.02","11","0.1","0.2114","14","0.008"
"-0.136","1","625","8639.5","0.04","0.012","12","0.12","0.2114","13","0.008"
"-0.136","1","625","8639.5","0.04","0.02","11","0.12","0.2114","14","0.008"
"-0.136","1","625","8639.5","0.04","0.015","11","0.1","0.2114","15","0.008"
"-0.136","1","625","8639.5","0.04","0.015","11","0.12","0.2114","15","0.008"
"-0.136","1","625","8639.5","0.04","0.018","11","0.1","0.2114","15","0.008"
"-0.136","1","625","8639.5","0.04","0.018","10","0.12","0.2114","13","0.008"
"-0.136","1","625","8639.5","0.04","0.02","11","0.1","0.2114","15","0.008"
"-0.136","1","625","8639.5","0.04","0.018","11","0.1","0.2114","14","0.008"
"-0.136","1","625","8639.5","0.04","0.018","11","0.12","0.2114","14","0.008"
"-0.136","1","625","8639.5","0.04","0.018","11","0.12","0.2114","15","0.008"
