season,week,bankroll,bets
2019,1,10148.469587969039,7
2019,2,10142.983199270753,7
2019,3,9945.739649901112,7
2019,4,10406.590065759723,7
2019,5,10561.09627968233,7
2019,6,10395.341243539726,7
2019,7,10038.636475186326,7
2019,8,9994.970371303247,7
2019,9,9989.566966187876,7
2019,10,9832.782008482778,7
2019,11,9531.708591161554,7
2019,12,9490.247524356944,7
2019,13,9742.157118139954,7
2019,14,9589.255225906396,7
2019,15,9547.543842503801,7
2019,16,9397.696380386455,7
2019,17,9392.615869008423,7
2019,18,9641.933923363602,7
2019,19,9785.087319046252,7
2019,20,9930.36610729624,7
2019,21,9914.77253133081,4
2020,1,9760.103252094768,7
2020,2,9905.49024236734,7
2020,3,10053.043538112453,7
2020,4,10008.597687737176,7
2020,5,10117.51524053247,7
2020,6,10268.2262578101,7
2020,7,10223.07319899826,7
2020,8,10534.841968465716,7
2020,9,10488.266022774988,7
2020,10,10442.146158244854,7
2020,11,10760.595247020903,7
2020,12,10755.298181166963,7
2020,13,10427.234645817243,7
2020,14,10223.976669525628,7
2020,15,10178.77433466462,7
2020,16,10019.745243744906,7
2020,17,9975.44585864559,7
2020,18,9970.775523565651,7
2020,19,10119.301316195702,7
2020,20,10266.793276924305,2
2020,21,10568.257754985894,4
2021,1,10890.287738830271,7
2021,2,11009.853525889148,7
2021,3,11130.732040194343,7
2021,4,10914.280425165718,7
2021,5,10866.805441483188,7
2021,6,10696.252339702178,7
2021,7,10690.469812845111,7
2021,8,10807.841774712051,7
2021,9,10638.21410003235,7
2021,10,10431.340139302984,7
2021,11,10545.867085123478,7
2021,12,10499.994627363465,7
2021,13,10454.321705816448,7
2021,14,10290.242482760055,7
2021,15,10443.021288911747,7
2021,16,10437.375661905742,7
2021,17,10273.562404810316,7
2021,18,10268.008389381652,7
2021,19,10223.344562564998,7
2021,20,10217.817695525535,7
2021,21,10212.293816379035,7
2022,1,10523.477068050866,7
2022,2,10517.787945651437,7
2022,3,10673.9451099151,7
2022,4,10791.135645068702,7
2022,5,10785.301823118349,7
2022,6,10779.471155004596,7
2022,7,10569.85026643863,7
2022,8,10564.13607411222,7
2022,9,10680.121002572336,7
2022,10,10963.61465607361,7
2022,11,10750.412856740999,7
2022,12,10703.650664908597,7
2022,13,10535.65825618177,7
2022,14,10529.962548480753,7
2022,15,10524.269919950055,7
2022,16,10680.52332181905,7
2022,17,10472.826603039874,7
2022,18,10269.168818093041,7
2022,19,10263.617177891927,7
2022,20,10102.531037663452,7
2022,21,10233.915780123858,6
2023,1,10228.383198152893,7
2023,2,10380.243582054816,7
2023,3,10494.209532589428,7
2023,4,10134.112207001326,7
2023,5,10090.030802371573,7
2023,6,9931.66907778957,7
2023,7,9888.468261149274,7
2023,8,9883.122432397357,7
2023,9,9877.779493666852,7
2023,10,10024.434478814228,7
2023,11,10173.266844483447,7
2023,12,9975.434390099152,7
2023,13,10084.955891524098,7
2023,14,10195.679842767799,7
2023,15,10151.330630972612,7
2023,16,10262.783318513584,7
2023,17,10218.142219732545,7
2023,18,10019.437105094403,7
2023,19,10324.743735940065,7
2023,20,10478.03478077616,7
2023,21,10593.074392716506,7
2024,1,10426.817464237974,7
2024,2,10744.53755939488,7
2024,3,10738.728928948367,7
2024,4,10732.923438719616,7
2024,5,10564.471597605041,7
2024,6,10085.715704690423,7
2024,7,9889.585796512194,7
2024,8,9846.568033908821,7
2024,9,9655.088664381967,7
2024,10,9613.090918407066,7
2024,11,9718.634207004447,7
2024,12,9566.101503809808,7
2024,13,9560.929950530546,7
2024,14,9519.341776531948,7
2024,15,9369.936942181708,7
2024,16,9329.179550387858,7
2024,17,9147.761475342886,7
2024,18,9142.816081878591,7
2024,19,9137.873361955422,7
2024,20,9416.317480119946,7
2024,21,9685.635943084208,6
