final_bankroll,roi,max_drawdown,n_weeks,n_rows_input,n_placed_bets,avg_stake,kelly_frac,per_bet_cap,weekly_risk_cap,pause_drawdown
9685.06,-0.0315,0.179,126,11568,869,73.06,0.12,0.008,0.05,0.3
