season,week,bankroll,bets
2019,1,10056.910148141005,5
2019,2,10114.144172778153,5
2019,3,10017.475915466304,5
2019,4,10387.084941467969,5
2019,5,10446.197995745184,5
2019,6,10346.356057709427,5
2019,7,10092.091605031303,5
2019,8,9995.634120203702,5
2019,9,9900.098549954704,5
2019,10,9805.476082873854,5
2019,11,9564.503899473826,5
2019,12,9473.08895538958,5
2019,13,9673.677138037714,5
2019,14,9581.218745636263,5
2019,15,9489.644045568499,5
2019,16,9256.433518509673,5
2019,17,9167.96302789064,5
2019,18,9362.090313194301,5
2019,19,9415.370107857636,5
2019,20,9468.953118621695,5
2019,21,9454.08409585124,4
2020,1,9221.747464017137,5
2020,2,9274.228565446752,5
2020,3,9327.008337602067,5
2020,4,9237.863311930414,5
2020,5,9433.470702721119,5
2020,6,9487.15672423869,5
2020,7,9541.14827370003,5
2020,8,9743.177580255737,5
2020,9,9650.054921405554,5
2020,10,9557.822303768298,5
2020,11,9760.204675032315,5
2020,12,9666.919275810724,5
2020,13,9429.352162806128,5
2020,14,9339.22896250496,5
2020,15,9249.96713540232,5
2020,16,9022.646732174826,5
2020,17,8936.410712493866,5
2020,18,8987.267958243556,5
2020,19,9038.414633332213,5
2020,20,9170.360547450544,2
2020,21,9440.059071671443,4
2021,1,9639.947862138284,5
2021,2,9844.069203296913,5
2021,3,10052.512717408368,5
2021,4,9956.433516895038,5
2021,5,9861.272615421043,5
2021,6,9767.021236132274,5
2021,7,9822.60549867674,5
2021,8,9878.506092082776,5
2021,9,9784.089999880303,5
2021,10,9543.643385159425,5
2021,11,9745.725524521356,5
2021,12,9652.578513108298,5
2021,13,9560.321775663386,5
2021,14,9468.946803188572,5
2021,15,9522.834719719449,5
2021,16,9431.818038396901,5
2021,17,9200.028600848433,5
2021,18,9112.097213192634,5
2021,19,9025.006249982294,5
2021,20,9076.367694248298,5
2021,21,8989.618224126445,5
2022,1,9179.969142477337,5
2022,2,9232.212482860163,5
2022,3,9427.700220015291,5
2022,4,9481.353401630298,5
2022,5,9390.733187538412,5
2022,6,9300.979096968578,5
2022,7,9212.08285174619,5
2022,8,9124.036252817192,5
2022,9,9175.961278296367,5
2022,10,9370.25792277324,5
2022,11,9139.981341443769,5
2022,12,9191.99711065853,5
2022,13,9104.142485815977,5
2022,14,9155.95429557244,5
2022,15,9068.444158218246,5
2022,16,9120.05280826351,5
2022,17,9032.885807624969,5
2022,18,8946.551925627302,5
2022,19,8861.043199547636,5
2022,20,8776.35174276865,5
2022,21,8826.298090550505,5
2023,1,8876.528683737495,5
2023,2,9064.484984504832,5
2023,3,9116.071102833841,5
2023,4,8892.041230228619,5
2023,5,8807.05350264759,5
2023,6,8590.617819778447,5
2023,7,8639.507153053082,5
2023,8,8688.674716247635,5
2023,9,8605.630710860627,5
2023,10,8654.605482720814,5
2023,11,8837.862664564112,5
2023,12,8753.392761075464,5
2023,13,8803.208448952386,5
2023,14,8853.30763864699,5
2023,15,8903.69194357232,5
2023,16,8954.362986323378,5
2023,17,8868.77960423601,5
2023,18,8650.826985998629,5
2023,19,8970.011555383742,5
2023,20,9021.060024028084,5
2023,21,9072.39901026372,5
2024,1,8985.687471751111,5
2024,2,9175.955158277713,5
2024,3,9228.175655016996,5
2024,4,9139.975245422369,5
2024,5,9052.617831512207,5
2024,6,8696.260629361566,5
2024,7,8482.547710828925,5
2024,8,8401.47381166725,5
2024,9,8321.174794928802,5
2024,10,8241.643254496737,5
2024,11,8416.156156279761,5
2024,12,8335.716809658456,5
2024,13,8383.15549750837,5
2024,14,8430.8641596336,5
2024,15,8350.284237890124,5
2024,16,8397.805829189907,5
2024,17,8317.541870036941,5
2024,18,8238.04505211943,5
2024,19,8284.92788855027,5
2024,20,8460.35732200763,5
2024,21,8639.50139082901,5
