season,week,bankroll,bets
2019,1,10187.742535478774,9
2019,2,10300.023902623498,9
2019,3,10138.834203302124,9
2019,4,10488.186653189194,9
2019,5,10482.976732729177,9
2019,6,10477.7694002543,9
2019,7,10196.29911633401,9
2019,8,10308.674787451688,9
2019,9,10502.212461653919,9
2019,10,10699.383661222686,9
2019,11,10293.342761121721,9
2019,12,10288.229627762597,9
2019,13,10401.618485410027,9
2019,14,10516.25702677407,9
2019,15,10272.90546208081,9
2019,16,10150.827515810965,9
2019,17,10262.702034346978,9
2019,18,10244.9112014841,6
2019,19,10227.151209790818,6
2019,20,10215.328322905707,4
2019,21,10093.112134850464,2
2020,1,9973.170760383244,9
2020,2,10199.281632173695,9
2020,3,10311.69017425909,9
2020,4,10267.286996580207,9
2020,5,10380.445040850422,9
2020,6,10335.745797783036,9
2020,7,10691.88320406289,9
2020,8,10809.72081718701,9
2020,9,11012.665256590648,9
2020,10,11091.603651118814,9
2020,11,11213.846671831008,9
2020,12,11208.276285724913,9
2020,13,11160.01231784199,9
2020,14,10985.364273629433,9
2020,15,11234.423509906921,9
2020,16,11058.61097153508,9
2020,17,10927.19610346438,9
2020,18,10921.768108670567,9
2020,19,10962.304764345949,7
2020,20,11022.099153969653,1
2020,21,11142.668165872085,2
2021,1,11395.293782497969,9
2021,2,11389.633264031956,9
2021,3,11471.273751886542,9
2021,4,11334.955010718466,9
2021,5,11030.457661787195,9
2021,6,10899.37735322815,9
2021,7,10893.963177169724,9
2021,8,11140.95017563041,9
2021,9,11263.737055319876,9
2021,10,11215.234267770644,9
2021,11,11601.676090266077,9
2021,12,11463.80771450661,9
2021,13,11545.979882195194,9
2021,14,11365.291658247708,9
2021,15,11359.646043090166,9
2021,16,11441.071583607085,9
2021,17,11305.111749535941,9
2021,18,11429.70789029443,9
2021,19,11165.218605560458,9
2021,20,11397.632515609948,8
2021,21,11648.350161531811,4
2022,1,11912.440556976238,9
2022,2,11906.523150103274,9
2022,3,11991.868686354741,9
2022,4,11804.202548282712,9
2022,5,12210.938371802016,9
2022,6,12345.517828411881,9
2022,7,12339.385293966167,9
2022,8,12192.750359917567,9
2022,9,12047.857960312233,9
2022,10,12180.640071583539,9
2022,11,12174.589438807498,9
2022,12,12168.541811633522,9
2022,13,11978.110836488195,9
2022,14,12202.990926357003,9
2022,15,12196.929190977677,9
2022,16,12284.356347444938,9
2022,17,12278.254194461873,9
2022,18,12086.106280970856,9
2022,19,12360.121445596127,9
2022,20,12548.959446422808,7
2022,21,12466.453643036384,3
2023,1,12412.771836583437,9
2023,2,12694.19313465795,9
2023,3,12687.887398621533,9
2023,4,12394.283196741959,9
2023,5,12530.883337279736,9
2023,6,12476.924090066552,9
2023,7,12614.435034195234,9
2023,8,12417.026075779802,9
2023,9,12269.468498451213,9
2023,10,12404.693028551737,9
2023,11,12398.531099312037,9
2023,12,12345.141774181397,9
2023,13,12481.200316215942,9
2023,14,12764.173018909582,9
2023,15,12279.773499671272,9
2023,16,12415.111603472878,9
2023,17,12361.650881019412,9
2023,18,12029.572816472622,9
2023,19,12115.800368374623,9
2023,20,12300.905630491137,7
2023,21,12428.27334685193,4
2024,1,12422.099704283055,9
2024,2,12801.151254091345,9
2024,3,12942.235577613488,9
2024,4,13185.216389823963,9
2024,5,13028.5300323047,9
2024,6,12678.53721349273,9
2024,7,12480.12509128812,9
2024,8,12569.582185938976,9
2024,9,12231.918344382222,9
2024,10,12366.729025917111,9
2024,11,12360.585954983491,9
2024,12,12307.360025470563,9
2024,13,12443.002166483624,9
2024,14,12580.139249578539,9
2024,15,12383.267001297241,9
2024,16,12189.475695235613,9
2024,17,12183.42067343619,9
2024,18,12177.368659419044,9
2024,19,12032.65904806324,9
2024,20,12357.273137710774,7
2024,21,12417.492723716934,3
