season,week,bankroll,bets
2019,1,10056.910148141005,5
2019,2,10114.144172778153,5
2019,3,10017.475915466304,5
2019,4,10387.084941467969,5
2019,5,10446.197995745184,5
2019,6,10346.356057709427,5
2019,7,10092.091605031303,5
2019,8,9995.634120203702,5
2019,9,9900.098549954704,5
2019,10,9805.476082873854,5
2019,11,9564.503899473826,5
2019,12,9473.08895538958,5
2019,13,9673.677138037714,5
2019,14,9581.218745636263,5
2019,15,9489.644045568499,5
2019,16,9256.433518509673,5
2019,17,9167.96302789064,5
2019,18,9362.090313194301,5
2019,19,9415.370107857636,5
2019,20,9468.953118621695,5
2019,21,9454.08409585124,4
2020,1,9222.637785501915,6
2020,2,9275.572826062362,6
2020,3,9328.81246124194,6
2020,4,9240.320170735902,6
2020,5,9435.077307147969,6
2020,6,9489.231683754837,6
2020,7,9542.779250669555,6
2020,8,9745.08129284647,6
2020,9,9652.6403129946,6
2020,10,9561.076220107465,6
2020,11,9763.765348922863,6
2020,12,9670.913921760768,6
2020,13,9433.026698667958,6
2020,14,9342.424038688487,6
2020,15,9253.579481886292,6
2020,16,9026.824063686316,6
2020,17,8940.980798603458,6
2020,18,8991.22032197026,6
2020,19,9042.827839774001,6
2020,20,9174.629865125775,2
2020,21,9444.025082219985,4
2021,1,9643.997851086275,5
2021,2,9848.204948847279,5
2021,3,10056.736035416643,5
2021,4,9960.616469570872,5
2021,5,9865.41558856537,5
2021,6,9771.124611858657,5
2021,7,9826.73222677517,5
2021,8,9882.656305451947,5
2021,9,9788.200546631417,5
2021,10,9547.652914130553,5
2021,11,9749.81995337397,5
2021,12,9656.633808516191,5
2021,13,9564.338311653451,5
2021,14,9472.924950212853,5
2021,15,9526.83550643738,5
2021,16,9435.780586676337,5
2021,17,9203.893768449703,5
2021,18,9115.925438566283,5
2021,19,9028.79788621215,5
2021,20,9080.180908736103,5
2021,21,8993.394992940448,5
2022,1,9183.825882586472,5
2022,2,9236.091171734393,5
2022,3,9431.661038293774,5
2022,4,9485.336760984283,5
2022,5,9394.678475019933,5
2022,6,9304.886676458309,5
2022,7,9215.953083646926,5
2022,8,9127.869494087097,5
2022,9,9179.816334599127,5
2022,10,9374.194608071719,5
2022,11,9143.821281653716,5
2022,12,9195.858904025095,5
2022,13,9107.967369204945,5
2022,14,9159.800946429435,5
2022,15,9072.25404382566,5
2022,16,9123.884375986356,5
2022,17,9036.68075425875,5
2022,18,8950.310601186495,5
2022,19,8864.76595070137,5
2022,20,8780.038912872687,5
2022,21,8830.006244394228,5
2023,1,8880.257940739677,5
2023,2,9068.293206761984,5
2023,3,9119.900997740275,5
2023,4,8895.777004448813,5
2023,5,8810.75357134714,5
2023,6,8594.226958305333,5
2023,7,8643.136831240794,5
2023,8,8692.325050987685,5
2023,9,8609.246156687497,5
2023,10,8658.241504103446,5
2023,11,8841.57567698152,5
2023,12,8757.070285523385,5
2023,13,8806.90690224642,5
2023,14,8857.02713989351,5
2023,15,8907.432612555536,5
2023,16,8958.124943509194,5
2023,17,8872.50560565147,5
2023,18,8654.461419938028,5
2023,19,8973.780086934134,5
2023,20,9024.850002347357,5
2023,21,9076.210557405751,5
2024,1,8989.462589155382,5
2024,2,9179.810212009297,5
2024,3,9232.052647916475,5
2024,4,9143.815183071221,5
2024,5,9056.42106807451,5
2024,6,8699.91415113797,5
2024,7,8486.111446335686,5
2024,8,8405.003485952908,5
2024,9,8324.6707335413,5
2024,10,8245.105779872525,5
2024,11,8419.69199899436,5
2024,12,8339.218857743721,5
2024,13,8386.677475801169,5
2024,14,8434.406181557039,5
2024,15,8353.79240612502,5
2024,16,8401.333962462199,5
2024,17,8321.036282364665,5
2024,18,8241.506065798261,5
2024,19,8288.40859890922,5
2024,20,8463.911734763813,5
2024,21,8643.131066595864,5
