final_bankroll,roi,max_drawdown,n_weeks,n_rows_input,n_placed_bets,avg_stake,kelly_frac,per_bet_cap,weekly_risk_cap,pause_drawdown
9685.64,-0.0314,0.179,126,11568,869,73.07,0.1,0.008,0.05,0.3
