final_bankroll,roi,max_drawdown,n_weeks,n_rows_input,n_placed_bets,avg_stake,kelly_frac,per_bet_cap,weekly_risk_cap,pause_drawdown
11603.67,0.1604,0.1786,126,9028,847,84.35,0.1,0.008,0.05,0.3
