season,week,bankroll,bets
2019,1,10056.910148141005,5
2019,2,10114.144172778153,5
2019,3,10017.475915466304,5
2019,4,10387.084941467969,5
2019,5,10607.026557263256,5
2019,6,10505.64746329,5
2019,7,10247.468381941611,5
2019,8,10305.786876310269,5
2019,9,10524.007043988728,5
2019,10,10583.89932397977,5
2019,11,10167.263073434831,5
2019,12,10070.087120022445,5
2019,13,10283.316456728344,5
2019,14,10341.83896302167,5
2019,15,10242.994460424425,5
2019,16,10145.094686876686,5
2019,17,10359.912273370062,5
2019,18,10418.870687590595,5
2019,19,10478.164635019873,5
2019,20,10461.710855325446,4
2019,21,10294.99303113498,2
2020,1,10042.960351081518,6
2020,2,10100.603785193953,6
2020,3,10158.5789065909,6
2020,4,10062.214700713756,6
2020,5,9966.525080778783,6
2020,6,10022.76701626673,6
2020,7,10234.995215846875,6
2020,8,10450.967109524228,6
2020,9,10672.52227007477,6
2020,10,10571.027013085853,6
2020,11,10794.08962073571,6
2020,12,10854.740701623108,6
2020,13,10915.733674475141,6
2020,14,10648.50458511028,6
2020,15,10873.984323236431,6
2020,16,10607.521505519017,6
2020,17,10347.089211281473,6
2020,18,10406.227304119177,6
2020,19,10465.956633580145,6
2020,20,10541.953002503225,1
2020,21,10695.605242876727,2
2021,1,10922.079630280205,5
2021,2,11153.349505829054,5
2021,3,11389.516411718912,5
2021,4,11454.334318343448,5
2021,5,11344.856885719762,5
2021,6,11066.054009550642,5
2021,7,11129.031086852632,5
2021,8,11364.68306171098,5
2021,9,11256.06249157575,5
2021,10,11148.480087502207,5
2021,11,11384.543885759764,5
2021,12,11275.733491234374,5
2021,13,11339.903857572837,5
2021,14,11061.222703388139,5
2021,15,11124.172285655188,5
2021,16,11359.721377693937,5
2021,17,11251.148229993969,5
2021,18,11489.38597765866,5
2021,19,11207.031260604406,5
2021,20,11270.810641530596,5
2021,21,11602.282995432655,4
2022,1,11847.955855846272,5
2022,2,11915.382748138703,5
2022,3,12167.685347877967,5
2022,4,11868.661243344804,5
2022,5,12306.572385743812,5
2022,6,12376.609271501882,5
2022,7,12258.316984060906,5
2022,8,12328.07924761314,5
2022,9,12025.113420322552,5
2022,10,12093.54851893885,5
2022,11,12162.373082715176,5
2022,12,12046.128406883185,5
2022,13,11750.091596514156,5
2022,14,12183.6279431015,5
2022,15,12252.965150215181,5
2022,16,12512.41589781259,5
2022,17,12204.919948302157,5
2022,18,12088.268621024417,5
2022,19,12344.231997434414,5
2022,20,12414.483204600507,5
2022,21,12305.494334799281,3
2023,1,12375.525085353458,5
2023,2,12637.57098166853,5
2023,3,12709.491585339454,5
2023,4,12397.15244837774,5
2023,5,12467.704826614123,5
2023,6,12348.54187247005,5
2023,7,12610.016412001734,5
2023,8,12489.493282175004,5
2023,9,12182.560662042228,5
2023,10,12251.891795243588,5
2023,11,12321.617492951078,5
2023,12,12203.850802071527,5
2023,13,12273.30309777519,5
2023,14,12533.184491802615,5
2023,15,12225.178148569566,5
2023,16,12294.751818518096,5
2023,17,12177.241902496069,5
2023,18,11697.883562726172,5
2023,19,11764.456391375272,5
2023,20,11831.40808697843,5
2023,21,11994.698392815619,4
2024,1,11880.056306366478,5
2024,2,12131.610885392765,5
2024,3,12200.65206266044,5
2024,4,12270.086154290726,5
2024,5,12152.811986023089,5
2024,6,12036.658692570014,5
2024,7,11740.854602949568,5
2024,8,11628.638686859142,5
2024,9,11342.86179742929,5
2024,10,11583.04153655027,5
2024,11,11298.385209219989,5
2024,12,11020.724386864244,5
2024,13,11083.443492612008,5
2024,14,10977.510934291467,5
2024,15,10707.735682607958,5
2024,16,10444.59022950598,5
2024,17,10187.911645921591,5
2024,18,10245.891202023278,5
2024,19,10147.963742201995,5
2024,20,10522.3873022192,5
2024,21,10590.588790340245,3
