final_bankroll,roi,max_drawdown,n_weeks,n_rows_input,n_placed_bets,avg_stake,kelly_frac,per_bet_cap,weekly_risk_cap,pause_drawdown
10590.59,0.0591,0.2015,126,9028,632,87.6,0.1,0.008,0.04,0.3
